Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
chinese hip hop,Joseon Hiphop / Korean Traditional Fusion Trap (조선힙합 / 국악 퓨전 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"chinese hip hop, 80-130 bpm, piercing taepyeongso blares, sharp gayageum plucks, weeping haegeum textures, heavy sliding 808 bass, organic janggu/buk percussion kits","no cheerful major scale pop melodies, no digital electronic EDM supersaw leads, no smooth unpitched commercial r&b vocal harmonies, no western country folk banjo, no fast techno house club kicks",The Sound of chinese hip hop - 호텔 라운지
tex-mex,Twee Pop / Jangly Indie Pop (트위 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"tex-mex, 110-130 bpm, jangly electric guitar, acoustic guitar strumming, glockenspiel bells, tambourine, upbeat simple drum kit, melodic bass guitar","no heavy rock metal distortion, no aggressive rap shouting, no modern trap 808 sub-bass, no digital pitch autotune effects, no complex jazz fusion instrumentation, no massive edm drops",The Sound of tex-mex - 호텔 라운지
anime cv,Traditional Spanish Flamenco / Cante Jondo (플라멩코),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"anime cv, 100-140 bpm, passionate flamenco guitar rasgueado, rhythmic handclaps palmas, dramatic foot stamping zapateado, acoustic cajon thuds, castanets accents","no digital electronic drum machines, no heavy metal high-gain distortion guitars, no modern trap 808 sub-bass glides, no bright pop vocal harmonies, no autotuned commercial mumble rap",The Sound of anime cv - 호텔 라운지
deutschrock,Desert Rock / Stoner Rock (데저트 록 / 스토너 록),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"deutschrock, 70-95 bpm, down-tuned fuzzy guitars, heavy driving drum rolls, thick muddy bass guitar, psychedelic wah-wah effects, vintage tube amplifiers","no high-definition commercial pop vocals, no modern electronic synth leads, no digital trap drum machine loops, no rapid hi-hat rolls, no polished radio-friendly compression",The Sound of deutschrock - 감성 브이로그
drill brasileiro,Industrial Rock / EBM Crossover (인더스트리얼 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"drill brasileiro, 110-130 bpm, distorted synthesizer bass, metallic industrial percussion, pulsing ebm beats, high-gain rhythm guitar, analog audio feedback","no bright major scale pop melodies, no sweet unpitched r&b vocal harmonies, no warm acoustic country folk guitar, no progressive metal technical speed solos, no smooth jazz lounge piano",The Sound of drill brasileiro - 호텔 라운지
kawaii metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"kawaii metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of kawaii metal - 감성 브이로그
canadian metalcore,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"canadian metalcore, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwar...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of canadian metalcore - 감성 브이로그
groove gospel,Progressive House (프로그레시브 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"groove gospel, 120-128 bpm, uplifting synth plucks, massive supersaw leads, driving 4/4 kick drum, emotional ambient pads, white noise swells","no slow acoustic rhythm, no dark underground industrial techno, no aggressive metal growls, no organic acoustic folk instruments, no lo-fi distortion",The Sound of groove gospel - 호텔 라운지
jewish pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jewish pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of jewish pop - 호텔 라운지
orgcore,Slowcore / Sadcore (슬로우코어 / 새드코어),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"orgcore, 60-75 bpm, clean minimalist electric guitar, slow steady drum kit, warm muted bass, swelling volume pedal, ambient room tone","no fast electronic dance beats, no heavy metal distortion solos, no polished commercial autotune, no bright uplifting major scale melodies, no rapid trap hihats",The Sound of orgcore - 감성 브이로그
classic belgian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic belgian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of classic belgian pop - 호텔 라운지
brazilian metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"brazilian metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware s...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of brazilian metal - 감성 브이로그
ballet class,Electroclash (일렉트로클래시),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"ballet class, 120-130 bpm, dirty analog synths, cheap drum machine hits, distorted punk bassline, raw electronic feedback noise, minimal Roland TR-808 percussion","no pristine commercial pop production, no smooth r&b vocal harmonies, no organic acoustic country folk guitar, no massive edm festival dubstep drops, no epic orchestral strings",The Sound of ballet class - 호텔 라운지
musica catalana,Atmospheric Black Metal / Cascadian Black Metal (애트모스페릭 블랙 메탈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica catalana, 120-160 bpm, tremolo distorted guitars, relentless blast beats, cold ambient synth pads, raw low-fi drums, acoustic interludes","no modern commercial pop autotune, no bright major scale piano melodies, no electronic trap drum machine loops, no technical metal progressive sweeping solos, no smooth r&b backing harmonies",The Sound of musica catalana - 호텔 라운지
kindie rock,Noise Rock / No Wave (노이즈 록 / 노 웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kindie rock, 120-150 bpm, screaming guitar feedback, abrasive metallic percussion, detuned heavy bass guitar, raw microtonal noise, unorthodox guitar slide","no cheerful commercial pop melodies, no sweet autotuned pop singing, no smooth r&b harmonies, no traditional progressive metal guitar solos, no electronic trap drum loops",The Sound of kindie rock - 호텔 라운지
musica neoleonesa,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica neoleonesa, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of musica neoleonesa - 호텔 라운지
indian fusion,Reggae Fusion / Modern Reggae Pop (레게 퓨전),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indian fusion, 85-100 bpm, rhythmic skank electric guitar, heavy rolling reggae bass, dancehall digital drums, steel drum accents, warm synthesizer brass","no heavy metal high-gain distortion, no fast happy hardcore dance, no dark industrial techno drones, no lo-fi bedroom tape hiss, no traditional country folk banjo",The Sound of indian fusion - 호텔 라운지
carnatic,Alternative R&B / PBR&B (얼터너티브 알앤비),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"carnatic, 70-90 bpm, atmospheric ambient synths, distorted drum breaks, heavy sub-bass, moody electric guitar, filtered rhodes piano","no fast electronic house dance beats, no aggressive shouting metal growls, no cheerful major scale acoustic piano, no old-school fast boom bap drums, no country folk banjo",The Sound of carnatic - 호텔 라운지
popwave,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"popwave, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of popwave - 호텔 라운지
nottingham indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"nottingham indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of nottingham indie - 호텔 라운지
psychedelic pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"psychedelic pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of psychedelic pop - 호텔 라운지
battle rap,Rage Rap (레이지 랩),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"battle rap, 130-150 bpm, piercing synthetic lead, hyperpop arpeggio, distorted 808 sub-bass, punchy trap drums, digital sound effects","no acoustic grand piano, no vintage vinyl crackle, no traditional jazz boom bap, no slow acoustic folk guitar, no smooth unpitched r&b singing",The Sound of battle rap - 호텔 라운지
classic j-rock,Classic Underground Phonk / Memphis Revival (클래식 폰크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic j-rock, 85-100 bpm, filtered jazz samples, heavy distorted 808 sub-bass, 90s memphis rap cassette tapes, subtle cowbell loops, vinyl crackle","no piercing modern high pitched cowbells, no fast high tempo dance rhythms, no crystal clear commercial pop vocals, no uplifting major scale edm synths, no live rock guitar",The Sound of classic j-rock - 호텔 라운지
indonesian post-hardcore,Happy Hardcore / UK Hardcore Rave Sound (해피 하드코어),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"indonesian post-hardcore, 160-170 bpm, fast uplifting piano stabs, happy supersaw chords, energetic 4/4 rave kick, bright synthesizer bells, breakbeat rolls","no dark industrial techno drones, no heavy metal high-gain distortion guitars, no slow depressing lo-fi bedroom beats, no sliding heavy 808 sub-bass glides, no traditional country folk acoustic guitar",The Sound of indonesian post-hardcore - 감성 브이로그
